-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,-1,-1,-1,-1
-1,-1,-1,0,1,1,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,28,12,12,12,27,1,2,-1,-1
-1,-1,0,28,12,12,12,57,12,27,2,-1,-1,-1,-1,-1,-1,-1,-1,11,12,12,12,12,12,12,13,-1,-1
-1,-1,11,12,12,69,12,12,12,12,13,-1,-1,-1,-1,-1,-1,-1,-1,11,12,66,12,12,69,12,13,-1,-1
-1,-1,11,12,12,12,12,12,12,12,13,-1,-1,-1,-1,-1,-1,-1,-1,11,12,12,12,12,16,23,24,-1,-1
-1,-1,22,17,66,12,12,12,12,16,24,-1,-1,-1,-1,-1,-1,-1,-1,22,17,12,12,16,24,-1,-1,-1,-1
-1,-1,-1,22,17,12,12,12,60,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,23,23,24,-1,-1,-1,-1,-1
-1,-1,-1,-1,22,23,17,12,16,24,-1,-1,0,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,22,23,24,-1,-1,-1,11,12,12,12,27,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,17,12,16,23,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,23,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,-1,-1,-1,-1,-1
-1,-1,0,1,1,1,1,1,2,-1,-1,-1,-1,-1,-1,0,1,1,1,28,12,12,12,27,1,2,-1,-1,-1
-1,0,28,12,12,66,12,12,27,1,1,1,1,1,1,28,12,12,12,57,12,12,66,12,12,27,2,-1,-1
-1,22,17,12,12,12,12,59,12,12,12,12,57,12,60,12,12,12,12,12,12,12,12,12,12,12,13,-1,-1
-1,-1,11,60,12,12,12,12,12,12,12,12,12,12,12,12,12,12,60,12,12,12,69,12,12,12,13,-1,-1
-1,-1,22,23,17,12,12,57,12,12,12,12,66,12,12,12,12,12,12,12,12,12,12,12,12,16,24,-1,-1
-1,-1,-1,-1,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
